Iteration,Distance_to_True_x,Distance_to_Optimal_x
0,1.1010125412855643,1.0571204322270538
1,1.1010125412855643,1.0571204322270538
2,1.1010125412855643,1.0571204322270538
3,1.1010125412855643,1.0571204322270538
4,1.1010125412855643,1.0571204322270538
5,1.1010125412855643,1.0571204322270538
6,1.1010125412855643,1.0571204322270538
7,1.1010125412855643,1.0571204322270538
8,1.1010125412855643,1.0571204322270538
9,1.1010125412855643,1.0571204322270538
10,1.1010125412855643,1.0571204322270538
11,1.1010125412855643,1.0571204322270538
12,1.1010125412855643,1.0571204322270538
13,1.1010125412855643,1.0571204322270538
14,1.1010125412855643,1.0571204322270538
15,1.1010125412855643,1.0571204322270538
16,1.1010125412855643,1.0571204322270538
17,1.1010125412855643,1.0571204322270538
18,1.1010125412855643,1.0571204322270538
19,1.1010125412855643,1.0571204322270538
20,1.1010125412855643,1.0571204322270538
21,1.1010125412855643,1.0571204322270538
22,1.1010125412855643,1.0571204322270538
23,1.1010125412855643,1.0571204322270538
24,1.1010125412855643,1.0571204322270538
25,1.1010125412855643,1.0571204322270538
26,1.1010125412855643,1.0571204322270538
27,1.1010125412855643,1.0571204322270538
28,1.1010125412855643,1.0571204322270538
29,1.1010125412855643,1.0571204322270538
30,1.1010125412855643,1.0571204322270538
31,1.1010125412855643,1.0571204322270538
32,1.1010125412855643,1.0571204322270538
33,1.1010125412855643,1.0571204322270538
34,1.1010125412855643,1.0571204322270538
35,1.1010125412855643,1.0571204322270538
36,1.1010125412855643,1.0571204322270538
37,1.1010125412855643,1.0571204322270538
38,1.1010125412855643,1.0571204322270538
39,1.1010125412855643,1.0571204322270538
40,1.1010125412855643,1.0571204322270538
41,1.1010125412855643,1.0571204322270538
42,1.1010125412855643,1.0571204322270538
43,1.1010125412855643,1.0571204322270538
44,1.1010125412855643,1.0571204322270538
45,1.1010125412855643,1.0571204322270538
46,1.1010125412855643,1.0571204322270538
47,1.1010125412855643,1.0571204322270538
48,1.1010125412855643,1.0571204322270538
49,1.1010125412855643,1.0571204322270538
