Iteration,Distance_to_True_x,Distance_to_Optimal_x
0,1.1010125412855643,1.0571204322270538
1,1.0050730885880226,0.9606595615177608
2,0.9778877643981634,0.9334520557653447
3,0.9651206604981383,0.9207113302294738
4,0.9582512250150443,0.9138801196842428
5,0.9541692192622083,0.9098342003261547
6,0.9515122175989876,0.907209378024749
7,0.949630047509241,0.9053504642099164
8,0.9481864366449684,0.9039232994591543
9,0.9469947705385146,0.9027416091113957
10,0.9459527733358019,0.9017049405194693
11,0.9449999510346864,0.9007540313187181
12,0.9441005538495928,0.899853398308669
13,0.9432334283938906,0.8989830820365807
14,0.9423859857580398,0.8981308304302666
15,0.9415506373602992,0.8972890775791965
16,0.9407219422240976,0.8964533343951239
17,0.9398982696296264,0.8956213505991601
18,0.9390763900817815,0.8947904337570054
19,0.9382545382573692,0.8939592349797405
20,0.9374324308160074,0.8931272493023846
21,0.9366100700005805,0.8922948698566743
22,0.9357873706161043,0.891462152596039
23,0.9349640045272812,0.8906290926833177
24,0.9341403368202404,0.8897959533572132
25,0.9333166582370028,0.8889630030375365
26,0.9324932024287372,0.8881304456425388
27,0.9316706098536254,0.887298839291998
28,0.9308489363992979,0.8864682556274553
29,0.9300283029691431,0.8856388105508319
30,0.9292087371247777,0.8848105453687323
31,0.9283904167834734,0.8839835955247535
32,0.9275736854874285,0.8831582822546276
33,0.9267586844559792,0.8823347142629626
34,0.9259453674476992,0.8815128844104276
35,0.925133698318737,0.8806927812303806
36,0.9243235640298351,0.8798743481351992
37,0.9235148587023413,0.8790575025579117
38,0.9227077817679935,0.8782424152627
39,0.9219024744438916,0.877429185801972
40,0.9210988496262364,0.8766177595210679
41,0.9202964848180127,0.8758079663494895
42,0.9194954706919403,0.874999740302265
43,0.9186958694263635,0.8741930779736888
44,0.9178977333044178,0.8733880039928432
45,0.9171011564008195,0.8725845299370147
46,0.9163059847896681,0.8717825748218518
47,0.9155121153359049,0.8709820893229488
48,0.9147192772167855,0.8701828757361905
49,0.913927509880614,0.8693849226278454
50,0.913137025284979,0.8685883412899956
51,0.9123479256160398,0.8677932128570235
52,0.9115602739202664,0.8669995980603732
53,0.9107740745535551,0.8662075306498258
54,0.9099893424208643,0.8654170266873158
55,0.9092064183381403,0.8646283868811528
56,0.9084255494600196,0.8638417748861749
57,0.9076465880821983,0.8630570949729365
58,0.9068693877003814,0.8622742573619597
59,0.9060939056307135,0.8614932682771765
60,0.9053201661344731,0.8607141359480321
61,0.9045483135180784,0.859937003593491
62,0.9037782220293635,0.8591617388375766
63,0.9030096751845113,0.8583881357842057
64,0.9022424525609789,0.8576159923378786
65,0.9014766837848927,0.8568453835132098
66,0.9007124308214697,0.8560763540499244
67,0.8999497203321212,0.8553089270622592
68,0.899188564499741,0.8545431154752968
69,0.8984289685889248,0.8537789264164766
70,0.8976709507433069,0.8530163946901318
71,0.8969145793564707,0.852255639968758
72,0.8961597287691065,0.8514965416550611
73,0.8954063713991606,0.8507390631722734
74,0.8946545028093268,0.8499831890720385
75,0.8939041253553384,0.8492289129424354
76,0.8931552438496279,0.8484762332605464
77,0.8924078641174665,0.8477251513461573
78,0.8916619886073628,0.8469746889032674
79,0.8909172476630199,0.8462253219703738
80,0.8901737858771496,0.8454772892087691
81,0.8894318229043863,0.8447307884816215
82,0.8886913709848745,0.8439858464914161
83,0.887953019415742,0.8432430082636319
84,0.8872161488758532,0.8425018899441894
85,0.8864806187186285,0.8417623567718958
86,0.8857462874270546,0.8410242812831307
87,0.8850131045495775,0.8402875869089712
88,0.8842810515337866,0.8395522265601855
89,0.8835501241279637,0.8388181713108851
90,0.8828202765409783,0.8380853653496757
91,0.8820913768976116,0.8373537049637534
92,0.8813634941035617,0.8366232314249475
93,0.8806366352922026,0.8358938878997387
94,0.879910810631673,0.8351657398885035
95,0.8791860477683374,0.8344387833631913
96,0.8784623638575884,0.83371301785054
97,0.8777397557488709,0.832988430710033
98,0.877018290118824,0.8322650831891747
99,0.8762978670813174,0.8315429019452052
100,0.8755783782290382,0.8308217500360994
101,0.8748592740910166,0.8301014865292886
102,0.8741403639978527,0.8293821907176553
103,0.8734224207909924,0.8286639374431701
104,0.8727054739820308,0.827946723741465
105,0.871989513669142,0.8272305358522907
106,0.8712745281471729,0.8265153642306793
107,0.870560509289953,0.8258012040054227
108,0.8698474542667527,0.825088051354949
109,0.869135387738412,0.8243759148431885
110,0.8684243267956052,0.8236648287562057
111,0.8677142410546007,0.822954779987342
112,0.8670050084992845,0.8222456366838055
113,0.8662967621286963,0.821537461021683
114,0.8655895817951432,0.8208302982840368
115,0.8648834488763137,0.8201241693062251
116,0.8641784388927543,0.8194190075435231
117,0.8634744509122142,0.8187148220192711
118,0.8627714716335007,0.8180116529270809
119,0.8620695118021553,0.8173095324488783
120,0.8613685800467956,0.8166084799432399
121,0.8606686800812303,0.8159085052058743
122,0.8599698095248555,0.8152096093999837
123,0.859272169742673,0.8145119094576394
124,0.8585758353220778,0.8138154490347712
125,0.8578804078071255,0.8131199867545637
126,0.8571859195641945,0.8124255537810235
127,0.8564924219356377,0.8117321823903132
128,0.8558002066312608,0.8110399216527653
129,0.8551092062211394,0.8103487548342215
130,0.8544193306878357,0.8096586654481848
131,0.853730674707261,0.8089696792503193
132,0.8530430903686047,0.808281716566992
133,0.8523565297569796,0.8075947568947489
134,0.8516709695504094,0.8069087923522001
135,0.850986394197576,0.8062238178796338
136,0.8503027916457874,0.8055398291836882
137,0.8496201519741429,0.8048568223383709
138,0.8489384660823508,0.8041747929688724
139,0.8482577038917158,0.8034936919246883
140,0.8475778402917905,0.8028134648213633
141,0.8468988988218396,0.8021341661785403
142,0.8462208876756103,0.8014558173107308
143,0.8455438107759266,0.8007784286862595
144,0.8448676696664356,0.8001020059339863
